Starting Summary Metrics for file log20050101.csv
 
 
 
Describing all the data columns with its statistics value 

,count,unique,top,freq,mean,std,min,25%,50%,75%,max
ip,168657,3758,67.38.162.bge,51766,,,,,,,
date,168657,1,2005-01-01,168657,,,,,,,
time,168657,61547,01:45:54,38,,,,,,,
zone,168657.0,,,,500.0,0.0,500.0,500.0,500.0,500.0,500.0
cik,168657.0,,,,855770.8546991823,372546.6254601811,20.0,775181.0,929351.0,1104730.0,1313239.0
accession,168657,77169,0001193125-04-221736,727,,,,,,,
extention,168657,11128,-index.htm,76495,,,,,,,
code,168657.0,,,,219.97063863343948,41.10535736845379,200.0,200.0,200.0,200.0,404.0
Size,168657.0,,,,175362.06314289066,535383.5731269233,0.0,2648.0,4673.0,148819.0,38103647.0
idx,168657.0,,,,0.46414320188311187,0.49871411120271875,0.0,0.0,0.0,1.0,1.0
norefer,168657.0,,,,0.8497245889586558,0.3573422295181395,0.0,1.0,1.0,1.0,1.0
noagent,168657.0,,,,0.06900395477211145,0.2534616142650731,0.0,0.0,0.0,0.0,1.0
find,168657.0,,,,0.6059457953123796,2.065829675482802,0.0,0.0,0.0,0.0,10.0
crawler,168657.0,,,,0.040484533698571655,0.19709329403571846,0.0,0.0,0.0,0.0,1.0
browser,168657,8,win,162300,,,,,,,

Providing mean and median sizes for each browser
 
browser,Size_mean,Size_median,crawler_len
fox,205726.650084237,5318.0,82.0
iem,817133.0,817133.0,1.0
lin,106707.12272500787,6020.7637883791185,120.0
mac,155829.14201017297,7018.0,431.0
mie,70698.41322670298,3102.0,5702.0
opr,313831.7775187003,16509.0,17.0
rim,239781.75,4509.5,4.0
win,179106.40129890744,4834.0,162300.0

Providing the mean and sum of file size on basis of idx
 
idx,Size_mean,Size_sum
0.0,322040.4540295172,29104728073.371647
1.0,6020.76378837918,471311410.1181106

Calculating median grouping by idx column using median
 
idx,zone,cik,code,Size,norefer,noagent,find,crawler
0.0,500,912728,200,82831.5,1.0,0.0,0,0.0
1.0,500,1016641,200,2757.0,1.0,0.0,0,0.0

Top 5 CIK
 
,cik,count
1299,103884,7979
7144,913949,1154
2901,763901,1087
5342,875570,816
10270,1032462,743

Number of hits per IP 
 
,code,count
0,200,135788
2,302,17290
3,304,14852
1,206,446
4,404,281

Number of hits per date 
 
,date,count
0,2005-01-01,168657

Average File size by date Sorted by Mean 
 
,date,mean
0,2005-01-01,175362.06314288388
Average CIK by date Sorted by Mean 
,cik,mean
23667,1267862,7477163.0
4112,822977,6600455.0
10947,1046292,6139943.285714285
12449,1079049,5896511.0
12445,1078987,5896511.0
Starting Summary Metrics for file log20050201.csv
 
 
 
Describing all the data columns with its statistics value 

,count,unique,top,freq,mean,std,min,25%,50%,75%,max
ip,618490,22095,68.75.189.haa,59179,,,,,,,
date,618490,1,2005-02-01,618490,,,,,,,
time,618490,82382,10:09:34,53,,,,,,,
zone,618490.0,,,,500.0,0.0,500.0,500.0,500.0,500.0,500.0
cik,618490.0,,,,-14912725288189.87,1.1727984565423376e+16,-9.223372036854776e+18,773318.0,1020563.0,1180987.0,9999999991.0
accession,618490,147782,0001209191-03-031123,1370,,,,,,,
extention,618490,54187,-index.htm,224855,,,,,,,
code,618490.0,,,,212.12583550259504,34.64871296558137,200.0,200.0,200.0,200.0,404.0
Size,618490.0,,,,92635.49280388882,444611.02632086,0.0,2988.0,5994.0,16990.0,52378068.0
idx,618490.0,,,,0.36919756180374785,0.4825879181141985,0.0,0.0,0.0,1.0,1.0
norefer,618490.0,,,,0.6038755679154069,0.48909125238057605,0.0,0.0,1.0,1.0,1.0
noagent,618490.0,,,,0.13846949829423272,0.3453923699488207,0.0,0.0,0.0,0.0,1.0
find,618490.0,,,,1.9985496936086276,3.4779477953625344,0.0,0.0,0.0,1.0,10.0
crawler,618490.0,,,,0.1272049669356012,0.3332027053172588,0.0,0.0,0.0,0.0,1.0
browser,618490,10,win,592477,,,,,,,

Providing mean and median sizes for each browser
 
browser,Size_mean,Size_median,crawler_len
fox,135016.06601908623,6080.8990988215355,375.0
iem,20536.0,20536.0,1.0
lin,45834.454896432566,7171.0,2621.0
mac,167036.3901125261,7487.5,1544.0
mie,62370.66190091358,4178.0,21426.0
opr,87026.88888888889,3567.0,27.0
oth,2970.0,2970.0,1.0
rim,224687.875,4008.5,16.0
saf,29388.5,29388.5,2.0
win,93713.47378886744,6046.0,592477.0

Providing the mean and sum of file size on basis of idx
 
idx,Size_mean,Size_sum
0.0,143294.37270639854,55905583039.53786
1.0,6080.899098824055,1388542904.7209787

Calculating median grouping by idx column using median
 
idx,zone,cik,code,Size,norefer,noagent,find,crawler
